"Event variant/page","Source","Scene evidence","Role","Character","Lines (zero based)","Classification","Priority","Previous art","Resolved art","Action"
"story-stormveil-village-85-7/page:3/The Rigger's Answer","src/data/storylines.ts:444","A rooftop over the square, cables everywhere, Mira already working","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/stormveil-blackout.webp","/scenes/story/story-stormveil-village-25-2.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-stormveil-village-85-7/page:3/The Rigger's Answer","src/data/storylines.ts:444","A rooftop over the square, cables everywhere, Mira already working","actor","Mira Volt","0,1,2,3","REMAP","1","/portraits/cinematic/storywide/mira-volt.webp?v=891202c8e","/portraits/cinematic/storywide/mira-volt-neutral.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-stormveil-village-85-7/page:4/The Weather Ledger","src/data/storylines.ts:452","Raiko's office, storm maps and a lifetime of bout slates, the Kage watching his sky","background","","0,1,2,3,4","REPLACE","3","/scenes/story/cinematic/storywide/stormveil-blackout.webp","/scenes/story/cinematic/storywide/stormveil-tower-office-v1.webp","Integrated reviewed replacement: stormTowerOfficeRecords. See production.json for reference lock and production brief."
"story-stormveil-village-85-7/page:4/The Weather Ledger","src/data/storylines.ts:452","Raiko's office, storm maps and a lifetime of bout slates, the Kage watching his sky","actor","Kage Raiko Veyr","0,1,2,3,4","KEEP","5","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-stormveil-village-85-7/page:5/The Surge Valve","src/data/storylines.ts:461","The square, the Hollow Tempest General planted like a monument, sky turning","background","","0,1,2,3","KEEP","5","/scenes/story/story-stormveil-village-85-7.webp","/scenes/story/story-stormveil-village-85-7.webp","Retain reviewed accurate artwork."
"story-stormveil-village-100-8/page:0/The Village Climbs","src/data/storylines.ts:473","The tower road at dusk, the whole village walking up to watch","background","","0,1,2,3","REMAP","3","/scenes/story/story-stormveil-village-100-8.webp","/scenes/story/story-interlude-stormveil-village-92.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-stormveil-village-100-8/page:1/At the Gate","src/data/storylines.ts:479","The tower gate, Mira with her mother's gloves tucked in her belt","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/stormveil-civic.webp","/scenes/story/story-interlude-stormveil-village-92.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-stormveil-village-100-8/page:1/At the Gate","src/data/storylines.ts:479","The tower gate, Mira with her mother's gloves tucked in her belt","actor","Mira Volt","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/mira-volt-neutral.webp?v=891202c8e","/portraits/cinematic/storywide/mira-volt-neutral.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-stormveil-village-100-8/page:2/The Drain Speaks","src/data/storylines.ts:487","The storm floor, open to the rotating sky, Raiko at the rail","background","","0,1,2,3,4","REPLACE","3","/scenes/story/cinematic/storywide/stormveil-blackout.webp","/scenes/story/cinematic/storywide/stormveil-storm-floor-v1.webp","Integrated reviewed replacement: stormFloor. See production.json for reference lock and production brief."
"story-stormveil-village-100-8/page:2/The Drain Speaks","src/data/storylines.ts:487","The storm floor, open to the rotating sky, Raiko at the rail","actor","Kage Raiko Veyr","0,1,2,3,4","KEEP","5","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-stormveil-village-100-8/page:3/The Man Becoming Weather","src/data/storylines.ts:494","The storm floor, lightning walking Raiko's shoulders like gulls","background","","0,1,2,3","REPLACE","3","/scenes/story/cinematic/storywide/stormveil-blackout.webp","/scenes/story/cinematic/storywide/stormveil-storm-floor-v1.webp","Integrated reviewed replacement: stormFloor. See production.json for reference lock and production brief."
"story-stormveil-village-100-8/page:3/The Man Becoming Weather","src/data/storylines.ts:494","The storm floor, lightning walking Raiko's shoulders like gulls","actor","Kage Raiko Veyr","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-stormveil-village-100-8/page:4/The Quiet Storm","src/data/storylines.ts:502","The storm floor, Kesa's cable maps unrolled on the rail","background","","0,1,2,3","REPLACE","3","/scenes/story/cinematic/storywide/stormveil-blackout.webp","/scenes/story/cinematic/storywide/stormveil-storm-floor-v1.webp","Integrated reviewed replacement: stormFloor. See production.json for reference lock and production brief."
"story-stormveil-village-100-8/page:4/The Quiet Storm","src/data/storylines.ts:502","The storm floor, Kesa's cable maps unrolled on the rail","actor","Kage Raiko Veyr","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-stormveil-village-100-8/page:5/What the District Saw","src/data/storylines.ts:513","The storm floor, the Low Terraces' lamps visible far below","background","","0,1,2","REPLACE","3","/scenes/story/cinematic/storywide/stormveil-blackout.webp","/scenes/story/cinematic/storywide/stormveil-storm-floor-v1.webp","Integrated reviewed replacement: stormFloor. See production.json for reference lock and production brief."
"story-stormveil-village-100-8/page:5/What the District Saw","src/data/storylines.ts:513","The storm floor, the Low Terraces' lamps visible far below","actor","Kage Raiko Veyr","0,1,2","KEEP","5","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-stormveil-village-100-8/page:6/The Signed Log","src/data/storylines.ts:520","The storm floor, Vanta's log flat under Raiko's wide hand","background","","0,1,2,3","REPLACE","3","/scenes/story/cinematic/storywide/stormveil-blackout.webp","/scenes/story/cinematic/storywide/stormveil-storm-floor-v1.webp","Integrated reviewed replacement: stormFloor. See production.json for reference lock and production brief."
"story-stormveil-village-100-8/page:6/The Signed Log","src/data/storylines.ts:520","The storm floor, Vanta's log flat under Raiko's wide hand","actor","Kage Raiko Veyr","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-stormveil-village-100-8/page:7/The Board's Own Odds","src/data/storylines.ts:528","The storm floor, a torn odds slate spinning in the wind between you","background","","0,1,2,3","REPLACE","3","/scenes/story/cinematic/storywide/stormveil-blackout.webp","/scenes/story/cinematic/storywide/stormveil-storm-floor-v1.webp","Integrated reviewed replacement: stormFloor. See production.json for reference lock and production brief."
"story-stormveil-village-100-8/page:7/The Board's Own Odds","src/data/storylines.ts:528","The storm floor, a torn odds slate spinning in the wind between you","actor","Kage Raiko Veyr","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-stormveil-village-100-8/page:8/The Splice","src/data/storylines.ts:536","The storm floor, the anchor splice knotted to the rail, holding","background","","0,1,2,3","REPLACE","3","/scenes/story/cinematic/storywide/stormveil-blackout.webp","/scenes/story/cinematic/storywide/stormveil-storm-floor-v1.webp","Integrated reviewed replacement: stormFloor. See production.json for reference lock and production brief."
"story-stormveil-village-100-8/page:8/The Splice","src/data/storylines.ts:536","The storm floor, the anchor splice knotted to the rail, holding","actor","Kage Raiko Veyr","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-stormveil-village-100-8/page:9/Her Daughter Says the Why","src/data/storylines.ts:544","The gate stair door banging open, Mira crossing the storm floor","background","","0,1,2","REPLACE","3","/scenes/story/cinematic/storywide/stormveil-blackout.webp","/scenes/story/cinematic/storywide/stormveil-storm-floor-v1.webp","Integrated reviewed replacement: stormFloor. See production.json for reference lock and production brief."
"story-stormveil-village-100-8/page:9/Her Daughter Says the Why","src/data/storylines.ts:544","The gate stair door banging open, Mira crossing the storm floor","actor","Mira Volt","0,1,2","REMAP","1","/portraits/cinematic/storywide/mira-volt.webp?v=891202c8e","/portraits/cinematic/storywide/mira-volt-grieving.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-stormveil-village-100-8/page:10/The Reason, Kept","src/data/storylines.ts:551","The storm floor, Mira reading from a slate that never reached the shaft","background","","0,1,2","REPLACE","3","/scenes/story/cinematic/storywide/stormveil-blackout.webp","/scenes/story/cinematic/storywide/stormveil-storm-floor-v1.webp","Integrated reviewed replacement: stormFloor. See production.json for reference lock and production brief."
"story-stormveil-village-100-8/page:10/The Reason, Kept","src/data/storylines.ts:551","The storm floor, Mira reading from a slate that never reached the shaft","actor","Mira Volt","0,1,2","REMAP","1","/portraits/cinematic/storywide/mira-volt.webp?v=891202c8e","/portraits/cinematic/storywide/mira-volt-neutral.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-stormveil-village-100-8/page:11/The Bookmaker's Silence","src/data/storylines.ts:558","The storm floor, the wind oddly gentle for a breath","background","","0,1","REPLACE","3","/scenes/story/cinematic/storywide/stormveil-blackout.webp","/scenes/story/cinematic/storywide/stormveil-storm-floor-v1.webp","Integrated reviewed replacement: stormFloor. See production.json for reference lock and production brief."
"story-stormveil-village-100-8/page:11/The Bookmaker's Silence","src/data/storylines.ts:558","The storm floor, the wind oddly gentle for a breath","actor","Kage Raiko Veyr","0,1","KEEP","5","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-stormveil-village-100-8/page:12/A Sky Without a Why","src/data/storylines.ts:564","The storm floor, the district's lamps below, the maps not in your hands","background","","0,1,2,3","REPLACE","3","/scenes/story/cinematic/storywide/stormveil-blackout.webp","/scenes/story/cinematic/storywide/stormveil-storm-floor-v1.webp","Integrated reviewed replacement: stormFloor. See production.json for reference lock and production brief."
"story-stormveil-village-100-8/page:12/A Sky Without a Why","src/data/storylines.ts:564","The storm floor, the district's lamps below, the maps not in your hands","actor","Kage Raiko Veyr","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-stormveil-village-100-8/page:13/The Answer in Your Kit","src/data/storylines.ts:572","Kesa's maps unrolled in Raiko's scarred hands","background","","0,1,2,3","REPLACE","3","/scenes/story/cinematic/storywide/stormveil-civic.webp","/scenes/story/cinematic/storywide/stormveil-storm-floor-v1.webp","Integrated reviewed replacement: stormFloor. See production.json for reference lock and production brief."
"story-stormveil-village-100-8/page:13/The Answer in Your Kit","src/data/storylines.ts:572","Kesa's maps unrolled in Raiko's scarred hands","actor","Kage Raiko Veyr","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","/portraits/cinematic/storywide/kage-raiko-veyr.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-stormveil-village-100-8/page:14/Vanta Opens the Books","src/data/storylines.ts:580","The storm floor, an old bookmaker setting ledgers on the rail one by one","background","","0,1,2,3","REPLACE","3","/scenes/story/cinematic/storywide/stormveil-blackout.webp","/scenes/story/cinematic/storywide/stormveil-storm-floor-v1.webp","Integrated reviewed replacement: stormFloor. See production.json for reference lock and production brief."
"story-stormveil-village-100-8/page:14/Vanta Opens the Books","src/data/storylines.ts:580","The storm floor, an old bookmaker setting ledgers on the rail one by one","actor","Elder Vanta","0,1,2,3","REMAP","1","/portraits/cinematic/storywide/elder-vanta.webp?v=891202c8e","/portraits/cinematic/storywide/elder-vanta-solemn.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-stormveil-village-100-8/page:15/The Last Answer","src/data/storylines.ts:588","The storm floor, Raiko looking from the proof to the turning sky","background","","0,1","REPLACE","3","/scenes/story/cinematic/storywide/stormveil-blackout.webp","/scenes/story/cinematic/storywide/stormveil-storm-floor-v1.webp","Integrated reviewed replacement: stormFloor. See production.json for reference lock and production brief."
